n,corr_h_binned_vs_gt_mc,corr_clf_vs_ref,corr_llr_binned_vs_gt_mc,wall_seconds
80,-0.13969998801932257,0.36301181159077744,-0.015961585180165657,4.045192718505859
200,-0.133290673012221,0.4408758879273825,0.005018243407953109,2.17507266998291
400,0.4097244669672563,0.43038123415030993,0.5788518940538887,3.9739723205566406
600,-0.1087985318194865,0.6095114224784391,-0.006725388501959007,3.2993345260620117
